key,content
10 – Funktionen/ Methoden Beispiel für Übergabe als Referenztyp:,"10 – Funktionen/ Methoden\n\nBeispiel für Übergabe als Referenztyp:\n\npublic class MyInteger{\n\n public int value;\n\npublic class MyClass{ \n\n}\n\n }\n\n}\n\n void init(MyInteger var){ // variable is of reference type\n\n      var.value = 5;       // variable is changed\n\n }                            \n\n public static void main(String[] argc){\n\n  MyInteger a = new MyInteger();\n\n  a.value = 3;\n\n  init(a); \n\n  System.out.println(""Der Wert von a ist "" + a.value); // output: 5 \n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 115\n\n"

10 – Funktionen/ Methoden Die return Anweisung,"10 – Funktionen/ Methoden\n\nDie return Anweisung\n\n\n\n\n\n\n\n\n\nDie return-Anweisung beendet den Aufruf einer Methode\n\nFalls der Ergebnistyp einer Methode „void“ ist, kann return; geschrieben \nwerden\n\nSonst wird mit return Ausdruck; ein Wert des Rückgabetyps zurückgegeben\n\nSteht das return Ausdruck; innerhalb einer bedingten Verzweigung, so muss \nbei Nichterfüllung sichergestellt werden, dass ein anderes return Ausdruck; \ninnerhalb der Funktion aufgerufen wird.\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 116\n\n"

11 – Rekursion Kapitel 11 – Rekursion,11 – Rekursion\n\nKapitel 11 – Rekursion\n\n\n\n\n\n\n\n\n\nDefinition\n\nRealisierung\n\nBeispiel: Iterative Suche\n\nBeispiel: 3D - Gebirge\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 118\n\n

11 – Rekursion Definition,"11 – Rekursion\n\nDefinition\n\n\n\nEin Funktionsaufruf ist rekursiv, wenn die aufgerufene Funktion innerhalb \n\nihres Ablaufs mindestens noch einmal aufgerufen wird.\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 119\n\n"

11 – Rekursion Realisierung,"11 – Rekursion\n\nRealisierung\n\n\n\n\n\n\n\nTypischerweise beinhaltet eine rekursive Funktion eine Fallunterscheidung\n\nHier wird entschieden, ob mit Rekursion (Selbstaufrufen) fortgefahren wird\n\n...oder, ob die Funktion in den aufrufenden Kontext zurückkehrt\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 120\n\n"

11 – Rekursion Iterative Suche,"11 – Rekursion\n\nIterative Suche\n\nsuchen.\n\n\n\nDie folgende Methode sollte im sortierten Array number[100], die Zahl 33 \n\npublic int search(int number[],int min, int max){\n\n       int index = (max-min)/2;\n\n       if (number[index]>33){\n\n          max = index;\n\n          return search(number,min,max);\n\n       }\n\n       else if (number[index]<33){\n\n          min = index;\n\n          return search(number,min,max);\n\n   }\n\n       else{\n\n       }\n\n}\n\n          return index;\n\n// call with System.out.println(search(number[],0,100);\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 121\n\n"

11 – Rekursion Beispiel: 3D - Gebirge,"11 – Rekursion\n\nBeispiel: 3D - Gebirge\n\n1. Gegeben sei ein Rechteck, indem jede Ecke mit einer zufälligen Höhe \n\ninitialisiert ist (kann auch 0 sein)\n\n2. Für die Unterteilung AB wird der Mittelwert aus den Höhen A und B gebildet \n\nund eine zufällige Abweichung [+/- deviation] aufaddiert\n\n3. Genauso werden AC,BD,CD und M Höhen zugewiesen.\n\n4. Deviation wird halbiert\n\n5. Es werden 4 neue Rechecke bei\n\nA,AC,M,AB ;  AC,C,CD,M ; CD,D,BD,M  \n\nAB,M,BD,B definiert, in denen mit Punkt 2 \n\nfortgefahren wird bis die notwendige Auflösung \n\nerreicht ist\n\n6. Man zeichne das Gebirge\n\nA\n\nAC\n\nAB\n\nM\n\nC\n\nCD\n\nB\n\nBD\n\nD\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 122\n\n 11 – Rekursion\n\nBeispiel: 3D - Gebirge\n\n Zusätzlich wird hier alle Höhen <0 auf 0 gesetzt und blau gefüllt (Wasser)\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 123\n\n"

12 – Klassen und Objekte Kapitel 12 – Klassen und Objekte,12 – Klassen und Objekte\n\nKapitel 12 – Klassen und Objekte\n\nKlassendeklaration und Zugriff auf Klassenelemente\n\nDeklaration von Instanz- und Klassenvariablen\n\n\n\n\n\n\n\n\n\n\n\n\n\nDer Konstruktor\n\nÜberladen von Methoden\n\nDer static Initialisierer\n\nObjektzerstörung\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 125\n\n

12 – Klassen und Objekte Klassen und Objekte,12 – Klassen und Objekte\n\nKlassen und Objekte\n\n\n\nEine Klasse ist ein Bauplan während ein Objekt die mit Hilfe des Bauplans \n\nerstellte Umsetzung ist.\n\nKlasse                                     Objekt\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 126\n\n

12 – Klassen und Objekte Klassendeklaration und Zugriff auf Klassenelemente,"12 – Klassen und Objekte\n\nKlassendeklaration und Zugriff auf Klassenelemente\n\n\n\nMit einer Klassendeklaration definiert man einen Referenztypen und legt \n\nderen Implementierung fest.\n\nMit der Deklaration einer Klasse „Haus“ würde also eine Referenz (eine Art \n\nZeiger) festgelegt, die nur auf Häuser zeigen kann. Die Klasse Haus \n\ndefiniert dabei, wieviele Zimmer, Türen und Fenster das Haus hat.\n\n\n\nJede Klasse (außer Object) ist implizit Subklasse der Klasse Object, die \n\nWurzel in der JAVA Vererbungshierarchie ist.\n\nAm Anfang war also die Klasse „Object“ und alle neu definierten Klassen \n\nenthalten die Grundfunktionalität der Klasse Object, z.B. die Funktion \n\ntoString()\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 127\n\n 12 – Klassen und Objekte\n\nKlassendeklaration und Zugriff auf Klassenelemente\n\n\n\nInnerhalb der Klasse kann Folgendes deklariert werden:\n\n\n\n\n\n\n\n\n\n\n\nVariablen beliebigen Typs\n\nverändern\n\nMethoden, d.h. Funktionen, die den Zustand des Objekts auslesen oder \n\nKonstruktoren, d.h. Methoden, die das Objekt initialisieren\n\nStatic Initialisierer, d.h. spezielle Anweisungsfolgen zur Initialisierung\n\nEingebettete Klassen, d.h.klassen,die nur lokal benötigt werden\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 128\n\n 12 – Klassen und Objekte\n\nKlassendeklaration und Zugriff auf Klassenelemente\n\nBeispiel einer Klasse:            \n\nimport java.io.*;\n\npublic class Clock {\n\nthis.hour = hour;\n\nthis.minute = minute;\n\nthis.second = second;\n\nprivate int hour, minute, second; // variables\n\npublic Clock(int hour, int minute, int second){ // constructor\n\nSystem.out.println(""It is "" + this.hour + "":"" \n\n                 + this.minute + "":"" + this.second + "" o\'clock!"");\n\npublic static void main(String[] arg){\n\nClock personalClock = new Clock(12,13,22);\n\n}\n\n}\n\n}\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 129\n\n"

12 – Klassen und Objekte Instanz und Klassenvariablen,"12 – Klassen und Objekte\n\nInstanz und Klassenvariablen\n\n\n\n\n\nDie Variablen innerhalb einer Klasse sollten, wenn möglich, privat sein\n\nAuf Klassenvariablen sollte von aussen immer nur mit setter und getter\n\nMethoden zugegriffen werden.   \n\nimport java.io.*;\n\npublic class Clock {\n\nprivate int hour, minute, second; // variables\n\npublic void setHour(int hour){ this.hour = hour; }\n\n    public int getHour(){ return this.hour }\n\npublic static void main(String[] arg){\n\nClock personalClock = new Clock(1,2,3);\n\n       personalClock.setHour(12);// vor allem von aussen setter\n\n       int nowHour = personalClock.getHour();// und getter\n\n}\n\n}\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 130\n\n 12 – Klassen und Objekte\n\nInstanz und Klassenvariablen\n\n\n\n\n\n\n\nDie Variablen, die innerhalb der Klasse deklariert sind werden einmal pro \nInstanz/Objekt angelegt (außer static Variablen)\n\nSind sie mit dem Schlüsselwort public versehen, so kann auch von aussen \ndarauf zugegriffen werden.  Das geschieht mittels des Punktoperators z.B.: \n\nObjektname.variablenname = 112;\n\nSind Variablen mit dem Schlüsselwort private versehen, so kann nur \ninnerhalb der Klasse direkt auf die Variablen zugegriffen werden. Von \naussen sind sie nur über setter und getter Methoden direkt änderbar.\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 131\n\n"

12 – Klassen und Objekte Der Konstruktor,"12 – Klassen und Objekte\n\nDer Konstruktor\n\n\n\n\n\n\n\n\n\n\n\n\n\nDer Konstruktor ist eine Methode einer Klasse, die denselben Namen wie \ndie Klasse trägt und keinen Rückgabetypen besitzt\n\nDiese Methode wird bei der Instanziierung der Klasse aufgerufen.\n\nIn der Methode werden typischerweise Variablen initialisiert und Speicher \nreserviert.\n\nDer Standard-Konstruktor enthält keine Übergabeparameter.\n\nSollen bei der Instanziierung Werte oder Größen festgelegt werden, so kann \nder Konstruktor überladen werden, d.h. eine Konstruktormethode mit \nÜbergabeparametern definiert werden.\n\nIst der Konstruktor als private deklariert, so kann keine Instanz der Klasse \nvon außen gebildet werden, da ein Aufruf des Konstruktors nötig wäre.\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 132\n\n"

12 – Klassen und Objekte Überladen von Methoden,"12 – Klassen und Objekte\n\nÜberladen von Methoden\n\n\n\n\n\nWie wir auf der letzten Folie gelesen haben, kann eine Methode überladen \nwerden, indem die gleiche Methode mit identischem Rückgabetyp, aber \nanderen Übergabeparametern definiert wird\n\nDer Compiler entscheidet dann für jeden Aufruf der Funktion, welche der \nüberladenen Funktionen genommen wird.\n\n   1) public int methode(){return 0;}\n\n   2) public int methode(int a){return a;}\n\n   3) public int methode(float a){return (int)a;}\n\n   methode();    // → Methode 1 wird aufgerufen\n\n   methode(5);   // → Methode 2 wird aufgerufen\n\n   methode(5.5); // → Methode 3 wird aufgerufen\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 133\n\n"

12 – Klassen und Objekte Static,"12 – Klassen und Objekte\n\nStatic\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nDas Schlüsselwort static vor einer Variablen sorgt dafür, dass die Variable \nnur einmal angelegt wird und so nur genau einmal für alle Objekte existiert\n\n„static“ Variablen existieren schon bevor es eine Instanz der Klasse gibt!!!\n\nStatische Methoden können nur auf statische Elemente (Methoden, \nVariablen) zugreifen.\n\nBeispiel für eine statische Methode ist die main Methode.\n\nEin weiteres Beispiel ist das folgende Entwurfsmuster „Lazy Creation“:\n\nInstanziiere ein Objekt als eine statische Instanz \n\nMache den Konstruktor privat\n\nStelle eine statische Methode zur Verfügung, die eine Referenz auf die \nstatische Instanz zurückgibt\n\n → Das Objekt ist nur einmal instanziierbar!!!\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 134\n\n"

12 – Klassen und Objekte Objektzerstörung,"12 – Klassen und Objekte\n\nObjektzerstörung\n\n\n\n\n\n\n\n\n\n\n\nDer JAVA-Garbage-Collector gibt den reservierten Speicherplatz \nautomatisch frei\n\nDer Garbage-Collector ist ein Thread niedrigster Priorität, der periodisch \nüberprüft, ob die Instanzen/Objekte noch referenziert werden\n\nExistiert keine Referenz auf das Objekt, so wird es zerstört bzw. der \nSpeicher freigegeben\n\nEs gibt keine Möglichkeit außer durch Beenden des Programms den \nGarbage-Collector gezielt aufzurufen.\n\nMit der Methode protected void finalize() throws Throwable{...} kann jedoch \nin jeder Klasse eine Methode ergänzt werden, die bei Zerstörung des \nObjekts aufgerufen wird.\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 135\n\n"

13 - Vererbung Kapitel 13 – Vererbung,13 - Vererbung\n\nKapitel 13 – Vererbung\n\nVerdeckte Variablen und überschriebene Methoden\n\nVererbung\n\n\n\n\n\n\n\n\n\nAufrufreihenfolge der Konstruktoren\n\nAbstrakte Klassen\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 137\n\n

13 - Vererbung Vererbung,"13 - Vererbung\n\nVererbung\n\nUm JAVA Code ohne Copy/Paste sinnvoll wiederverwenden zu können, \n\nkann eine Klasse vererbt werden.\n\nDas geschieht mit dem Schlüsselwort extends (erweitert)\n\nAlle Methoden der Superklasse (von der geerbt wird) stehen dann \n\nautomatisch in der abgeleiteten Klasse zur Verfügung.\n\n public class StopWatch extends Clock\n\n   //  ohne eine Methode hinzuzufügen, kann man alle\n\n   //  in der Klasse Clock definierten Methoden nutzen \n\n\n\n\n\n\n\n {\n\n }\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 138\n\n"

13 - Vererbung Verdeckte Variablen und überschriebene Methoden,"13 - Vererbung\n\nVerdeckte Variablen und überschriebene Methoden\n\n Wenn Variablen gleichen Namens in der Super- und in der abgeleiteten \n\nKlasse deklariert werden, werden die Variablen der Super-Klasse überdeckt. \n\nAuf sie kann nur mittels super:variablenname zugegriffen werden.\n\n\n\nAuch Methoden gleichen Namens und gleicher Signatur können in der \n\nabgeleiteten Klasse Überschrieben werden.\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 139\n\n"

13 - Vererbung Aufrufreihenfolge der Konstruktoren,"13 - Vererbung\n\nAufrufreihenfolge der Konstruktoren\n\n\n\nBeim Instanziieren der abgeleiteten Klasse, wird zunächst der Konstruktor \n\nder super-Klasse (eventuell davor, der der super-super Klasse etc.) \n\naufgerufen. \n\n\n\nDadurch werden bei der Initialisierung erst die super-Klassen Variablen \n\ninitialisiert, dann die der abgeleiteten.\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 140\n\n"

13 - Vererbung Abstrakte Klassen,"13 - Vererbung\n\nAbstrakte Klassen\n\n\n\n\n\n\n\n\n\nDurch Vorstellen des Schlüsselwortes abstract (z.B. abstract class \nClock)  kann eine Klasse definiert werden, die nicht instanziiert werden \nkann, sondern nur eine Schablone für abgeleitete Klassen bietet\n\nAuch die Methoden innerhalb der abstrakten Klasse können als abstract \n\ndefiniert werden, ohne Inhalt.\n\nAbstrakte Methoden müssen in allen abgeleiteten Klassen, die nicht abstract \n\nsind, implementiert werden\n\nHat eine abstrakte Klasse weder Variablen, noch Methoden, die nicht als \n\nabstract ohne Methodenrümpfe definiert sind, so wird die Klasse „rein \n\nabstrakte Klasse“ genannt.\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 141\n\n"

14 - Referenzen Kapitel 14 – Referenzen,14 - Referenzen\n\nKapitel 14 – Referenzen\n\nReferenzen und primitive Datentypen\n\n\n\n\n\n\n\nAutoboxing und  Unboxing\n\nKopierkonstruktor\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 143\nSeite 143\n\n

14 - Referenzen Referenzen und primitive Datentypen,"14 - Referenzen\n\nReferenzen und primitive Datentypen\n\n\n\n\n\nReferenzen sind „Zeiger“ auf Objekte, beinhalten also eine Speicheradresse\n\nElementare Datentypen oder primitive Datentypen beinhalten den Wert, mit \n\ndem gearbeitet wird.\n\n Wird ein Referenztyp einem anderen Referenztyp zugewiesen, so zeigen \n\nBeide auf das gleiche Objekt\n\n Wird ein primitiver Typ einem anderen zugewiesen, so ändert sich der Wert.\n\n\n\nVergleicht man zwei Referenzen mit dem == Operator, so wird deren \n\nAdresse verglichen und nur, wenn sie auf dasselbe (nicht das gleiche) \n\nObjekt zeigen, ergibt das den Wert true.\n\n\n\nVergleicht man zwei Variablen eines primitiven Datentyps, so werden ihre \n\nWerte verglichen.\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 144\n\n 14 - Referenzen\n\nReferenzen und primitive Datentypen\n\n Wird einer Methode eine Referenz übergeben, so wird ihr nur der Zeiger auf \n\ndas Objekt übergeben und das Objekt kann direkt in der Methode verändert \n\nwerden.\n\nOriginal nicht aus.\n\n Wird einer Methode ein primitiver Datentyp übergeben, so wird eine Kopie \n\ndes Wertes erzeugt. Eine Änderung der Kopie wirkt sich aber auf das \n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 145\n\n"

14 - Referenzen Autoboxing und Unboxing,14 - Referenzen\n\nAutoboxing und Unboxing\n\n\n\nAutoboxing: ist die automatische Umwandlung eines primitiven Datentyps in \n\ndas zugehörige Objekt der Wrapper-Klasse (z.B. int -> Integer).\n\nInteger weight = new Integer(3);\n\n\n\nUnboxing: ist der umgekehrte Vorgang. Die Umwandlung eines Objekts der \n\nWrapper-Klasse in einen primitiven Datentyp.\n\nint w = weight.intValue();\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 146\n\n

14 - Referenzen Kopierkonstruktor,"14 - Referenzen\n\nKopierkonstruktor\n\n\n\nDer Kopierkonstruktor wird aufgerufen, wenn bei der Instanziierung eines \n\nObjekts ein anderes Objekt der gleichen Klasse übergeben wird.\n\nMyClass myObject = new MyClass(otherObject);\n\n Wird kein Kopierkonstruktor implementiert, so werden alle Variableninhalte \n\neinfach kopiert. Bei primitiven Datentypen ist das kein Problem. Bei \n\nReferenzdatentypen zeigt dann aber die Kopie auf das gleiche Objekt, was \n\nzu unerwünschten Nebeneffekten führt, denn Objekte wie z.B. myObject \n\nund otherObject (siehe obiges Beispiel) würden auf ein gemeinsames \n\nObject referenzieren und wären damit nicht mehr voneinander unabhängig.\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 147\n\n"

" Ein Kopierkonstruktor muss implementiert werden, wenn in der Klasse ","\n\nEin Kopierkonstruktor muss implementiert werden, wenn in der Klasse \n\nReferenztypen benutzt werden, dessen Variablen ebenfalls kopiert werden sollen. \n\n14 - Referenzen\n\nKopierkonstruktor\n\n   CarDisplay displ = new CarDisplay(); \n\npublic class Car{\n\n   int x;\n\nCar(Car obj){\n\n   x = obj.x;\n\n   displ.tacho = obj.displ.tacho;\n\n   displ.clock = obj.displ.clock;\n\n      }\n\n    }\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 148\n\n"

15 – Interfaces 15 - Interfaces,15 – Interfaces\n\n15 - Interfaces\n\nInterfaces\n\n\n\n\n\nInterfaceelemente\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 150\n\n

15 – Interfaces Interfaces,"15 – Interfaces\n\nInterfaces\n\n\n\n\n\n\n\nInterfaces sind ähnlich wie rein abstrakte Klassen\n\nSie haben jedoch eine unabhängige Vererbungshierarchie\n\nEs kann public und abstract vorangestellt werden, gefolgt vom Schlüsselwort \n\ninterface, dann der Name des Interfaces und eventuell extends und eine Liste \n\nvon Superinterfaces.\n\n   public interface Konto{\n\n          double abheben(double betrag);\n\n          double einzahlen(double betrag);\n\n   public class Girokonto implements Konto{\n\n   }\n\n   }\n\n          ....\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 151\n\n"

15 – Interfaces Interfaces Elemente,"15 – Interfaces\n\nInterfaces Elemente\n\nVariablen, die in einem Interface deklariert werden sind implizit public \n\nstatic und final. Es sind klassenspezifische symbolische Konstanten\n\nNeben den Methoden und Variablen, die im Interface deklariert sind hat \n\ndas Interface die aus direkten Superinterfaces geerbten Methoden und \n\n\n\n\n\nVariablen.\n\n\n\nAlle Methoden eines Interfaces sind implizit abstract, d.h. bei ihrer \n\nImplementierung werden nur Ergebnistyp und Signatur einer Methode \n\nfestgelegt. Ein Methodenrumpf entfällt\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 152\n\n"

15 – Interfaces Interfaces als Ersatz für Mehrfachvererbung,"15 – Interfaces\n\nInterfaces als Ersatz für Mehrfachvererbung\n\n Warum also Interfaces, wenn man auch abstrakte Klassen nehmen könnte?\n\n\n\n\n\nJava erlaubt keine Mehrfachvererbung, es ist also in Java nicht möglich von \n\nmehreren Klassen zu erben. \n\nEin Beispiel für Mehrfachvererbung ist, wenn man ein Amphibienfahrzeug \n\nvon der Klasse Fahrzeug und Boot ableitet, um sowohl die Methoden eines \n\nFahrzeugs, als auch die eines Bootes benutzen zu können.\n\n\n\nAls Ersatz erlaubten die Entwickler der Sprache Java die Möglichkeit \n\nmehrere Interfaces in einer Klasse implementieren zu können\n\nclass AmphibienFahrzeug implements Fahrzeug implements Boot \n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 153\n\n"

15 – Exceptions 16 - Exceptions,"15 – Exceptions\n\n16 - Exceptions\n\nGeprüfte-, ungeprüfte Exceptions und Fehler \n\nBehandlung einer Exception (Try-Catch-Finally)\n\n\n\n\n\n\n\nBeispiel\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 155\n\n"

"16 – Exceptions Geprüfte-, ungeprüfte Exceptions und Fehler","16 – Exceptions\n\nGeprüfte-, ungeprüfte Exceptions und Fehler\n\nGeprüfte Exceptions (Ausnahmebehandlung) werden zur Compilierzeit \n\nvom Compiler geprüft\n\nUngeprüfte Exceptions treten während der Laufzeit auf und werden vom \n\nCompiler nicht geprüft. (Beispiel Division durch 0)\n\nFehler können normalerweise nicht rückgängig gemacht werden.\n\n\n\n\n\n\n\n \n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 156\n\n"

16 – Exceptions Behandlung einer Exception,"16 – Exceptions\n\nBehandlung einer Exception\n\n\n\nFalls von einer Methode eine Exception ausgelöst werden kann, die \n\nBehandlung aber irgendwo in der Aufrufhierarchie erfolgen soll, so muss in \n\nder Methodendeklaration die throws-Klausel stehen.\n\n\n\n\n\n\n\n\n\nDer Programmteil, der eine Exception auslösen kann, wird in einen try-Block \n\neingeschlossen.\n\nDer Programmteil, der die Exception behandelt folgt, in einem catch-Block. \n\nDabei sollten zuerst die spezielleren Ausnahmebehandlungen mit einem \n\ncatch Block abgefangen werden, gefolgt von allgemeineren catch Blöcken.\n\nAm Ende einer in einem try-catch Block behandelten Ausnahme, wird ein \n\noptionaler finally Block ausgeführt. Dies geschieht unabhängig davon, ob \n\neine Ausnahmebehandlung stattgefunden hat, oder nicht.\n\n\n\nEine Exception Behandlung kann kontrolliert mit dem Schlüsselwort throw \n\nausgelöst werden (Beispiel: throw new EOFException();)\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 157\n\n"

16 – Exceptions Beispiel,"16 – Exceptions\n\nBeispiel\n\npublic class Main {\n\npublic static void main(String[] args) {\n\ntry {\n\nint test[] = new int[100];\n\ntest[200] = 3;\n\n} catch (ArrayIndexOutOfBoundsException aobEx) {\n\nSystem.out.println(""Array index out of bounds..."");\n\naobEx.printStackTrace();\n\n} catch (Exception e){//all other exceptions\n\n   \n\n}\n\n}\n\n}\n\nJörn Fischer  -  j.fischer@hs-mannheim.de - Raum A112\n\nSeite 158\n\n"

